session_id,mid_category,result_label,Profane,honorific_ratio,positive_word_ratio,negative_word_ratio,euphonious_word_ratio,empathy_ratio,apology_ratio,suggestions,customer_sentiment_early,customer_sentiment_late,customer_sentiment_trend,avg_response_latency,interruption_count,silence_ratio,talk_ratio
40893,기술지원,미흡,0,71.8,12.1,0.5,8.3,5.1,3.2,1.0,0.22,0.62,0.18,2.8,2,0.13,0.49
40894,해약문의,해결 불가,0,57.9,12.7,3.2,10.5,23.4,1.9,0.6,0.34,0.3,0.47,1.03,0,0.29,0.46
40895,장비고장,만족,0,67.7,6.8,3.7,5.9,29.8,2.8,0.2,0.71,0.62,0.29,3.12,2,0.32,0.76
40896,멤버십,추가 상담 필요,0,72.2,5.8,6.3,9.9,19.9,2.1,0.2,0.24,0.08,0.24,2.4,3,0.21,0.71
40897,부가서비스,미흡,0,64.9,11.6,3.1,6.0,7.4,4.2,0.6,0.04,0.26,-0.1,3.03,1,0.17,0.45
40898,서비스불만,추가 상담 필요,0,73.7,12.3,2.3,5.1,27.8,0.8,1.0,-0.26,0.7,-0.09,2.61,1,0.36,0.77
40899,해약문의,추가 상담 필요,0,62.3,18.9,7.4,3.2,27.7,0.9,0.6,0.21,0.31,0.39,2.6,3,0.33,0.76
40900,멤버십,해결 불가,0,72.3,14.5,5.9,10.1,27.7,2.1,0.0,0.91,0.64,0.11,3.07,0,0.4,0.53
40901,가입절차,해결 불가,0,73.5,8.5,3.7,10.7,19.9,4.3,0.2,0.34,0.57,0.44,3.31,3,0.31,0.75
40902,업그레이드,해결 불가,1,78.6,13.6,1.6,11.5,28.1,1.5,0.2,0.81,0.44,0.39,1.28,3,0.32,0.45
40903,멤버십,미흡,0,81.1,5.7,3.2,9.0,7.0,3.9,0.2,0.54,0.94,0.3,1.32,1,0.24,0.5
40904,환불,해결 불가,0,80.5,9.9,0.9,7.2,17.2,2.4,0.2,0.16,0.64,0.38,1.55,0,0.21,0.75
40905,멤버십,만족,0,69.8,17.9,5.3,7.8,29.8,0.7,0.2,-0.13,0.33,0.25,1.61,3,0.3,0.61
40906,멤버십,미흡,0,71.0,13.5,0.8,6.7,29.8,1.0,0.6,0.23,0.35,0.53,2.37,0,0.29,0.56
40907,기술지원,미흡,0,85.6,17.7,6.6,9.7,24.0,4.9,1.0,0.48,0.54,-0.43,0.53,0,0.14,0.52
40908,해약문의,해결 불가,0,67.7,18.7,2.2,5.0,17.6,4.0,0.2,0.23,0.07,-0.03,2.81,1,0.19,0.49
40909,환불,미흡,0,80.8,16.7,6.0,6.6,18.8,2.2,0.2,0.34,0.84,0.28,1.01,2,0.09,0.47
40910,기술지원,미흡,0,89.8,8.5,1.3,10.0,11.8,4.3,0.0,0.46,0.48,0.67,1.14,1,0.32,0.58
40911,가입절차,추가 상담 필요,0,87.4,17.0,3.1,11.7,6.7,5.0,0.0,0.18,-0.0,-0.3,2.73,0,0.11,0.6
40912,기술지원,만족,0,74.2,16.1,3.2,4.3,26.9,4.8,0.6,-0.15,0.21,0.03,3.38,3,0.25,0.43
40913,부가서비스,만족,0,65.7,5.8,1.0,10.1,17.6,4.5,1.0,0.19,0.91,0.31,0.98,0,0.44,0.69
40914,멤버십,추가 상담 필요,0,76.8,16.9,4.5,8.3,10.8,2.8,0.0,0.46,0.57,0.56,0.85,2,0.41,0.44
40915,요금문의,미흡,0,79.0,8.9,1.7,4.6,9.8,0.4,1.0,0.04,1.0,0.05,1.79,0,0.34,0.46
40916,장비고장,미흡,0,73.4,8.5,7.7,6.9,5.2,4.6,0.0,-0.03,0.51,-0.41,0.55,1,0.38,0.76
40917,해약문의,추가 상담 필요,0,67.0,18.9,1.4,11.3,5.6,0.1,0.6,-0.02,0.64,0.29,0.59,2,0.33,0.55
40918,부가서비스,해결 불가,0,70.9,5.2,2.6,6.8,20.0,5.0,1.0,0.21,1.0,0.42,3.19,2,0.44,0.45
40919,해약문의,만족,0,57.9,6.1,4.3,4.0,8.6,3.1,0.6,0.25,1.0,0.32,2.23,3,0.12,0.56
40920,부가서비스,미흡,0,65.2,19.3,6.9,6.8,9.5,2.9,0.0,0.27,0.23,0.32,1.76,3,0.3,0.47
40921,가입절차,추가 상담 필요,0,60.1,7.9,1.4,6.7,25.4,0.4,0.6,-0.1,0.76,0.37,3.41,3,0.21,0.45
40922,기술지원,만족,0,78.3,10.5,4.8,10.2,2.8,0.2,0.2,0.29,0.19,-0.03,1.19,1,0.2,0.79
40923,멤버십,추가 상담 필요,0,88.6,7.2,1.0,6.1,28.5,4.9,0.6,0.09,0.36,0.36,1.9,0,0.43,0.43
40924,요금문의,추가 상담 필요,0,60.5,5.1,2.5,6.3,12.5,0.9,0.6,-0.0,-0.01,0.43,2.38,0,0.38,0.7
40925,서비스불만,미흡,1,56.0,8.8,7.8,10.1,24.8,0.8,0.6,-0.27,0.67,0.19,0.56,0,0.17,0.58
40926,업그레이드,추가 상담 필요,1,80.9,9.1,5.6,5.3,24.7,3.6,0.2,-0.05,0.2,-0.06,3.07,3,0.27,0.49
40927,해약문의,만족,0,67.4,6.4,7.3,11.9,20.5,2.1,0.0,0.1,0.27,0.01,2.34,1,0.33,0.75
40928,요금문의,추가 상담 필요,0,72.7,14.9,2.2,7.2,1.6,1.0,1.0,0.32,1.0,0.39,1.27,2,0.28,0.61
40929,가입절차,추가 상담 필요,0,57.1,8.3,0.9,6.1,19.6,3.2,1.0,0.4,0.76,-0.0,0.72,3,0.2,0.42
40930,멤버십,만족,0,61.2,17.2,3.3,3.6,13.4,2.0,0.0,0.29,0.45,0.56,0.73,0,0.08,0.55
40931,부가서비스,만족,0,79.3,12.4,4.7,7.8,9.3,4.7,0.0,0.35,-0.03,0.25,0.91,1,0.34,0.65
40932,환불,해결 불가,0,76.2,16.0,5.3,10.4,15.6,0.3,0.6,-0.06,0.59,0.12,3.16,1,0.34,0.57
40933,부가서비스,해결 불가,0,84.9,7.6,6.1,10.1,19.9,0.2,0.2,0.52,-0.17,0.43,3.28,0,0.2,0.52
40934,멤버십,해결 불가,1,88.7,12.1,7.5,3.8,11.7,1.8,1.0,0.52,0.23,0.18,2.64,2,0.08,0.53
40935,해약문의,해결 불가,0,67.6,16.3,2.3,4.6,12.3,4.1,0.6,0.48,0.69,0.81,1.54,2,0.07,0.52
40936,기술지원,해결 불가,0,76.7,15.2,2.1,3.2,6.5,0.5,0.6,0.13,0.73,0.6,1.3,3,0.34,0.59
40937,요금문의,추가 상담 필요,0,70.7,18.3,1.6,4.9,5.0,4.9,0.2,0.25,0.54,-0.02,1.55,2,0.34,0.8
40938,요금문의,미흡,0,72.7,9.7,7.0,3.6,18.7,0.4,0.2,0.14,0.74,0.09,1.99,3,0.4,0.77
40939,멤버십,추가 상담 필요,0,68.7,11.1,1.2,11.6,29.2,4.1,0.6,-0.12,0.55,-0.39,2.54,3,0.2,0.62
40940,업그레이드,추가 상담 필요,1,89.2,15.2,6.7,7.4,2.9,4.7,0.6,0.18,0.27,0.42,1.29,0,0.29,0.76
40941,기술지원,미흡,0,76.8,10.5,5.9,5.3,19.7,3.6,0.6,-0.18,0.51,0.31,3.47,3,0.32,0.46
40942,서비스불만,만족,0,60.0,18.6,0.2,11.5,18.0,1.3,1.0,-0.25,1.0,0.24,2.26,3,0.35,0.65
40943,업그레이드,미흡,0,79.4,7.1,2.8,5.9,22.4,1.3,0.6,0.45,0.48,-0.23,1.63,0,0.43,0.73
40944,해약문의,해결 불가,0,88.8,11.8,1.6,5.0,9.6,1.8,0.0,0.45,0.59,0.64,1.59,0,0.2,0.51
40945,부가서비스,해결 불가,0,86.3,8.8,6.2,4.7,7.8,0.6,0.0,0.53,0.66,0.55,3.19,3,0.3,0.62
40946,업그레이드,미흡,0,74.5,6.0,7.9,11.1,8.6,0.4,0.0,0.15,0.09,0.06,1.57,1,0.4,0.61
40947,멤버십,만족,0,55.5,8.8,3.0,8.1,25.1,1.2,0.2,0.29,0.2,0.0,2.11,2,0.4,0.44
40948,업그레이드,만족,0,83.2,17.2,0.4,4.9,25.5,4.8,0.2,0.44,0.04,0.04,0.78,3,0.13,0.79
40949,부가서비스,미흡,0,87.6,14.8,3.3,9.4,24.4,3.1,0.2,0.17,0.6,0.42,3.05,1,0.15,0.55
40950,해약문의,해결 불가,0,80.7,12.0,3.9,10.4,8.4,4.1,0.6,-0.33,0.39,0.28,0.74,1,0.2,0.63
40951,장비고장,미흡,0,70.0,19.2,0.1,5.1,11.3,2.4,0.2,0.96,0.13,0.15,1.56,2,0.16,0.41
40952,환불,만족,0,68.3,14.1,7.7,8.7,8.7,3.6,1.0,0.66,0.13,0.11,1.53,2,0.14,0.61
40953,업그레이드,미흡,1,81.1,7.5,2.4,10.0,20.6,2.3,0.2,0.66,0.71,-0.22,1.52,0,0.41,0.58
40954,가입절차,추가 상담 필요,0,58.8,13.8,7.8,7.0,7.1,3.8,1.0,0.31,0.74,0.0,0.95,3,0.29,0.75
40955,장비고장,미흡,0,82.5,19.7,6.0,4.0,22.3,1.8,1.0,0.05,0.62,-0.32,0.92,2,0.36,0.43
40956,서비스불만,해결 불가,1,72.5,14.6,3.0,11.0,23.8,0.1,0.0,0.31,0.5,0.47,0.63,2,0.27,0.75
40957,환불,추가 상담 필요,1,57.5,10.0,5.6,9.4,16.0,2.8,0.0,0.38,0.64,0.16,0.79,0,0.07,0.48
40958,요금문의,만족,0,83.8,5.4,3.4,8.2,5.2,1.8,0.2,-0.12,0.5,0.17,2.35,2,0.23,0.74
40959,업그레이드,추가 상담 필요,0,68.7,13.7,1.8,8.9,7.9,0.9,0.0,0.15,0.6,0.05,1.9,3,0.14,0.71
40960,해약문의,추가 상담 필요,0,58.7,11.6,3.5,7.9,17.0,3.3,0.6,0.46,0.38,-0.12,1.76,2,0.16,0.64
40961,업그레이드,만족,0,61.1,18.3,6.1,5.6,22.1,0.1,0.0,0.74,0.2,-0.43,2.58,0,0.37,0.54
40962,해약문의,추가 상담 필요,0,85.1,19.0,1.3,6.7,6.0,2.2,0.2,0.48,0.27,-0.08,0.78,3,0.23,0.58
40963,가입절차,해결 불가,0,61.0,7.7,7.4,6.3,19.4,3.9,0.2,0.17,0.57,0.02,0.58,0,0.29,0.67
40964,장비고장,만족,1,82.4,8.6,4.1,5.9,27.3,4.7,1.0,-0.09,0.99,0.04,2.76,0,0.15,0.55
40965,서비스불만,추가 상담 필요,0,83.1,18.8,0.2,3.9,22.0,3.0,1.0,0.9,0.24,0.42,0.75,0,0.05,0.43
40966,부가서비스,해결 불가,1,58.0,14.6,2.1,5.5,26.7,1.5,0.6,0.33,0.17,0.43,3.05,0,0.14,0.68
40967,요금문의,미흡,0,70.2,13.3,0.5,7.1,28.8,0.7,1.0,0.53,0.7,-0.13,1.06,1,0.09,0.68
40968,업그레이드,만족,1,82.6,19.0,7.3,11.6,8.2,4.5,0.6,0.31,0.71,-0.09,1.83,3,0.42,0.51
40969,멤버십,미흡,0,72.2,13.9,7.4,9.4,6.2,0.9,0.0,-0.1,0.28,0.45,1.16,0,0.42,0.49
40970,요금문의,추가 상담 필요,1,85.3,16.2,4.4,8.2,27.0,1.3,0.6,0.95,0.32,-0.48,2.44,1,0.25,0.76
40971,기술지원,만족,0,68.3,19.8,1.9,5.9,11.7,1.2,0.2,0.5,0.31,0.09,0.8,0,0.39,0.54
40972,서비스불만,만족,0,77.0,15.7,3.5,7.6,3.2,1.3,0.0,0.67,0.58,0.39,3.46,1,0.17,0.43
40973,해약문의,미흡,0,62.5,5.5,5.9,10.5,18.7,3.2,1.0,0.06,1.0,0.21,1.09,1,0.39,0.75
40974,해약문의,만족,0,84.5,5.4,5.8,9.3,14.4,1.7,1.0,0.29,0.27,0.04,0.89,2,0.15,0.49
40975,업그레이드,만족,0,84.4,19.4,2.0,11.9,5.8,0.1,0.2,0.71,0.57,0.36,3.31,2,0.27,0.56
40976,기술지원,해결 불가,0,74.8,13.2,4.0,11.2,27.5,3.0,0.0,0.19,0.34,-0.0,1.77,0,0.18,0.63
40977,장비고장,미흡,0,66.3,8.6,7.9,8.4,14.4,0.3,0.6,0.08,0.53,-0.07,3.24,1,0.17,0.59
40978,부가서비스,추가 상담 필요,1,67.2,6.6,6.4,10.1,29.7,4.5,1.0,-0.04,0.61,0.24,1.51,1,0.29,0.49
40979,기술지원,추가 상담 필요,1,75.8,7.0,7.1,9.6,8.4,2.6,0.6,-0.11,0.57,0.14,3.34,2,0.16,0.49
40980,부가서비스,미흡,0,59.5,15.9,3.5,11.1,1.8,2.4,0.6,0.55,0.19,0.34,1.97,2,0.33,0.6
40981,기술지원,추가 상담 필요,1,72.9,13.2,6.0,8.9,27.2,1.4,1.0,0.28,0.19,0.52,1.51,3,0.44,0.45
40982,장비고장,추가 상담 필요,0,65.3,6.0,7.7,8.4,8.9,3.0,0.0,-0.24,0.76,0.57,2.21,1,0.41,0.76
40983,업그레이드,추가 상담 필요,0,67.0,7.1,1.3,7.3,27.7,1.1,0.6,0.76,0.56,-0.53,0.9,0,0.1,0.51
40984,업그레이드,만족,0,66.3,7.4,1.8,5.7,14.5,2.2,0.6,0.68,0.54,0.27,2.2,0,0.06,0.46
40985,가입절차,추가 상담 필요,0,84.2,15.9,5.4,4.6,20.8,1.3,1.0,0.65,0.65,0.34,0.54,3,0.26,0.47
40986,서비스불만,미흡,0,61.1,10.9,2.1,9.2,3.5,3.9,1.0,-0.26,0.26,0.42,2.7,1,0.4,0.48
40987,멤버십,미흡,0,63.3,5.7,7.2,9.8,7.9,3.0,0.2,0.33,0.83,0.08,1.59,1,0.33,0.77
40988,부가서비스,미흡,1,60.8,7.2,7.6,9.9,20.4,4.4,1.0,0.69,0.24,0.09,1.0,3,0.39,0.57
40989,부가서비스,만족,0,55.5,9.1,2.6,3.2,28.6,1.2,1.0,-0.01,0.16,0.29,0.92,0,0.31,0.7
40990,환불,해결 불가,0,69.9,5.6,6.3,11.4,24.6,2.9,1.0,0.06,0.18,-0.05,1.6,0,0.21,0.73
40991,멤버십,미흡,0,84.5,18.6,4.3,10.0,27.1,0.7,0.2,0.23,0.44,-0.31,2.3,0,0.19,0.44
40992,부가서비스,만족,0,86.6,10.7,7.1,10.0,23.2,3.3,0.6,-0.31,1.0,0.39,1.08,2,0.33,0.65
40993,해약문의,만족,0,72.1,7.7,4.0,3.8,29.2,0.8,0.6,0.36,0.49,0.38,2.35,3,0.36,0.73
40994,업그레이드,미흡,0,69.7,15.0,5.2,10.1,7.1,1.1,1.0,0.6,0.56,-0.17,1.69,1,0.38,0.49
40995,기술지원,추가 상담 필요,1,85.4,19.4,7.5,3.5,3.7,0.5,1.0,0.5,0.92,0.49,3.24,2,0.13,0.77
40996,멤버십,미흡,0,73.5,14.5,1.2,3.5,7.2,4.0,1.0,0.75,0.36,-0.08,3.31,2,0.17,0.61
40997,환불,추가 상담 필요,0,74.2,18.5,3.3,10.3,17.4,3.1,0.2,0.33,0.06,0.29,1.31,0,0.06,0.61
40998,부가서비스,추가 상담 필요,0,77.7,5.6,2.7,11.0,11.1,1.6,1.0,0.29,0.28,-0.2,1.65,1,0.13,0.8
40999,기술지원,미흡,1,57.8,10.0,2.5,10.9,1.1,0.9,0.0,0.24,0.36,0.18,2.7,3,0.22,0.47
41000,가입절차,만족,0,84.3,14.1,6.1,9.6,3.7,4.8,1.0,0.09,-0.02,-0.04,1.3,1,0.37,0.77
